,Company,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price
961,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,12,1000,128,0,Nvidia GeForce GTX,Windows 10,2.4,53759.519999999975
962,Toshiba,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.1,95371.19999999992
963,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.04,45101.51999999996
964,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Linux,2.25,24808.233599999985
965,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.9,43955.99999999999
966,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,2.04,36496.80000000001
967,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,32,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,167778.7199999999
968,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,6,0,256,0,Nvidia GeForce MX,Windows 10,2.4,37029.60000000003
969,Dell,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,1.3,16,0,512,0,Intel HD Graphics,Windows 10,1.22,101178.71999999999
970,Dell,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.5,104587.57439999991
971,Dell,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,32,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,149184.00000000012
972,Toshiba,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.95,62870.40000000004
973,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.73,109218.672
974,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.7,8,1000,128,0,Nvidia GeForce MX,Windows 10,2.04,52161.119999999995
975,Asus,2 in 1 Convertible,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.7,16,2000,512,0,Nvidia GeForce GTX,Windows 10,2.3,95850.71999999996
976,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,6,1000,0,0,Intel HD Graphics,Windows 10,2.04,30849.119999999984
977,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.99,93186.72000000002
978,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,12,0,512,0,Intel HD Graphics,Windows 10,2.19,69210.71999999994
979,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 7,1.2,63669.59999999998
980,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.6,6,0,256,0,AMD Radeon,Windows 10,2.2,29250.719999999994
981,Fujitsu,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 10,2.3,34578.71999999998
982,Toshiba,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.75,48751.19999999998
983,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,AMD Radeon,Windows 10,2.25,31914.720000000027
984,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.04,42943.68000000002
985,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,63349.91999999999
986,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD Radeon,Windows 10,2.36,39906.72000000002
987,Dell,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,1.6,59620.32000000004
988,HP,Netbook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core M,1.2,8,0,512,0,Intel HD Graphics,Windows 10,0.97,101658.23999999996
989,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,1000,128,0,AMD Radeon,Windows 10,2.1,26586.71999999998
990,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,128,0,Intel HD Graphics,No OS,1.9,14418.633599999997
991,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.3,71874.72000000006
992,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.68,47365.920000000006
993,Asus,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.4,61272.00000000002
994,HP,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.11,71874.72000000006
995,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.4,20246.399999999983
996,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.5,95850.71999999996
997,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.48,111301.92000000009
998,Acer,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,67132.80000000002
999,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.34,63349.91999999999
1000,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,2.18,29144.160000000025
1001,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.64,41505.12000000003
1002,Toshiba,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.2,63669.59999999998
1003,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.4,4,0,256,0,Intel HD Graphics,Windows 10,1.48,58607.467200000014
1004,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.95,64202.40000000005
1005,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 7,1.43,77202.72000000006
1006,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,55904.57280000001
1007,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,1.64,36443.52000000002
1008,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.26,81997.91999999994
1009,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.48,84715.19999999994
1010,HP,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.54,100550.54880000009
1011,HP,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,1.49,42624.00000000003
1012,Toshiba,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.5,64468.799999999974
1013,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,0,256,0,Intel HD Graphics,Windows 10,2.04,41025.06719999997
1014,Lenovo,Notebook,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 7,2.4,158135.03999999986
1015,Toshiba,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.47,79387.20000000003
1016,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.43,118761.11999999994
1017,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i3,2.3,4,1000,0,0,Intel HD Graphics,Windows 10,2.08,42410.34719999998
1018,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.2,84715.19999999994
1019,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.11,61218.72
1020,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,1.64,63159.71039999999
1021,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,500,0,0,Intel HD Graphics,Windows 10,2.09,55754.32319999997
1022,HP,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.26,83063.52
1023,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.31,63349.91999999999
1024,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,1.95,56476.8
1025,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.29,86526.71999999993
1026,HP,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.63,57542.39999999997
1027,HP,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.64,51841.439999999995
1028,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.0,6,1000,0,0,AMD Radeon,Windows 10,2.1,21791.51999999999
1029,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,63499.10399999996
1030,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.95,63669.59999999998
1031,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.84,65480.58719999994
1032,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.26,71874.72000000006
1033,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.04,39533.76000000003
1034,Toshiba,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.47,91907.99999999997
1035,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 7,2.09,56633.97599999999
1036,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.64,53839.97280000002
1037,Lenovo,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.8,45128.16000000002
1038,Vero,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Atom,1.44,2,0,0,32,Intel HD Graphics,Windows 10,1.45,11231.42400000001
1039,Toshiba,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.5,16,0,256,0,Nvidia GeForce M,Windows 10,2.4,75923.99999999996
1040,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,2.3,55922.68800000004
1041,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,1.54,53279.999999999985
1042,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,500,256,0,Intel HD Graphics,Windows 10,1.84,112065.95519999991
1043,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.43,78268.31999999998
1044,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,82351.69920000003
1045,Lenovo,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.6,122010.66719999991
1046,Asus,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,16,Intel HD Graphics,Chrome OS,1.2,15339.312
1047,Lenovo,Notebook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.6,16,0,256,0,Intel HD Graphics,Windows 7,1.1,139593.60000000012
1048,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,1.91,52161.119999999995
1049,Dell,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.3,58288.31999999995
1050,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,2.04,52161.119999999995
1051,Dell,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core i7,2.7,16,0,1000,0,Intel HD Graphics,Windows 10,1.2,120093.12000000004
1052,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.31,37570.392000000014
1053,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,No OS,1.96,26586.71999999998
1054,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.2,8,1000,0,0,AMD Radeon,Windows 10,2.4,23922.719999999987
1055,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,12,0,256,0,Intel HD Graphics,Windows 10,1.6,69210.71999999994
1056,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.94,96916.31999999996
1057,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,2.04,57009.59999999999
1058,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,0,0,Nvidia GeForce GTX,No OS,4.0,53173.439999999966
1059,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,Windows 10,2.25,29783.520000000026
1060,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,2000,0,0,AMD Radeon,Windows 10,2.32,52746.66720000001
1061,MSI,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.8,102777.11999999991
1062,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.29,77682.24000000002
1063,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,64,0,1000,0,Nvidia GeForce GTX,Windows 10,3.58,211788.00000000006
1064,Dell,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.62,42517.9728
1065,Dell,Gaming,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.21,70809.11999999997
1066,Apple,Ultrabook,12.0,2304x1440,2304,1440,0,1,0,1,0,Intel Core M,1.1,8,0,0,256,Intel HD Graphics,Mac X,0.92,69264.0
1067,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.06,25679.894400000016
1068,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.31,63882.719999999994
1069,HP,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.26,63882.719999999994
1070,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.49,58075.199999999946
1071,Lenovo,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.3,91294.7472
1072,Lenovo,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.3,8,1000,0,0,AMD Radeon,Windows 10,3.0,35111.52
1073,Lenovo,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.3,4,1000,0,0,Nvidia GeForce GTX,Windows 10,2.3,52054.56000000003
1074,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.78,133146.7200000001
1075,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.1,28771.199999999986
1076,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,2.31,50083.200000000004
1077,Lenovo,Ultrabook,12.5,2560x1440,2560,1440,0,1,0,1,1,Intel Core M,1.2,8,0,512,0,Intel HD Graphics,Windows 10,0.99,74538.72000000003
1078,Lenovo,2 in 1 Convertible,10.1,1920x1200,1920,1200,0,1,0,1,1,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Windows 10,0.69,34433.26559999998
1079,HP,Ultrabook,13.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.3,109170.72000000004
1080,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.18,39960.00000000003
1081,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 7,1.54,54931.1472
1082,HP,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,AMD FirePro,Windows 7,1.9,79653.60000000005
1083,Lenovo,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,180,0,Intel HD Graphics,Windows 7,1.7,63882.719999999994
1084,HP,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,0,Intel Processor,1.5,4,0,0,32,Intel HD Graphics,Chrome OS,1.29,32767.19999999999
1085,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.2,4,500,0,0,AMD Radeon,Windows 10,2.4,20619.360000000004
1086,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,500,0,0,Intel HD Graphics,Linux,2.2,20965.147200000014
1087,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,No OS,1.86,18434.347199999997
1088,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.7,85194.72
1089,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,0,256,0,AMD Radeon,Windows 10,1.4,43601.68799999997
1090,HP,Netbook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 7,2.4,85194.72
1091,Acer,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,256,0,Nvidia GeForce GTX,Windows 10,2.4,42570.719999999994
1092,Dell,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.36,34035.26400000003
1093,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.6,85194.72
1094,HP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.6,4,1000,0,0,Intel HD Graphics,Windows 10,1.96,26639.999999999993
1095,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.3,122490.72
1096,Dell,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,500,0,0,Intel HD Graphics,Windows 7,1.5,60480.79199999996
1097,Dell,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.3,4,0,128,0,Intel HD Graphics,Windows 7,1.5,62176.161599999956
1098,Acer,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.5,4,0,16,0,Intel HD Graphics,Chrome OS,2.2,11135.519999999999
1099,HP,Workstation,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,0,0,AMD FirePro,Windows 7,3.0,154458.71999999994
1100,Lenovo,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.4,63882.719999999994
1101,Dell,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.5,75289.96800000004
1102,MSI,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.9,80516.20320000002
1103,Lenovo,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 10,2.1,46193.75999999998
1104,HP,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.5,4,1000,0,0,AMD Radeon,Windows 10,2.1,21205.44
1105,Asus,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.59,71341.91999999997
1106,HP,Notebook,13.3,3200x1800,3200,1800,0,0,1,0,1,Intel Core M,1.1,8,0,256,0,Intel HD Graphics,Windows 10,1.16,90522.72000000004
1107,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,AMD Radeon,Windows 7,2.24,40980.31199999999
1108,Lenovo,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.1,22857.11999999998
1109,HP,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.16,104908.32
1110,Lenovo,2 in 1 Convertible,10.1,1920x1200,1920,1200,0,1,0,1,1,Intel Atom,1.44,4,0,0,64,Intel HD Graphics,Android,0.69,29250.719999999994
1111,Dell,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.4,8,0,256,0,Intel Iris,Windows 10,1.23,73473.11999999995
1112,Razer,Ultrabook,12.5,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.25,54825.119999999995
1113,Toshiba,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.05,118601.28000000003
1114,Asus,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.52,69929.46720000004
1115,Vero,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Atom,1.44,4,0,0,32,Intel HD Graphics,Windows 10,1.35,10442.880000000005
1116,HP,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.16,90043.20000000003
1117,HP,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 7,1.43,80612.64000000006
1118,Dell,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Linux,2.09,27899.006399999977
1119,Asus,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.0,23176.79999999998
1120,Lenovo,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.8,88924.31999999996
